text,Ground truth,TextBlob,BERT
"Has everything to be a great game, the timed energy systems kinda messes with me, but I'll give it a shot",,,
Fun game. Does seem to be very much based on you spending money so you can get ahead.,,,
honestly quite a bit of fun. it's good to see that ads only happen when you want them to.,,,
"Entertaining. People who say they can't beat a level or get far, do not understand the game mechanics. Great game.",,,
some connectivity issues but very fun. also separate servers by 100s which caused me to have to restart on another server to play with my friend,,,
it's good but I can believe am saying this but it won't let me watch an ad to get more rewards or chests it doesn't work at all,,,
"Good game. Gets a little bit repetitive, but still manages to surprise you with new additions.",,,
Ok game need fix the exploit people backing out early in multiplayer so i cant get bonus gold etc!,,,
fun but you get stuck at levels. hard to figure out how to level up,,,
simple but ranking up takes time. all the meantime your having fun. well done,,,
There is a superpower at the ad but when i open it there is no super power even one only technology waste of storage,,,
reallt enjoying would prefer to be able to speed up battles. five star game. Worth a download,,,
Needs to get rid of the reloading. It should be constant fire. More to come.,,,
"so far I'm really enjoying the game. I've noticed a few bugs, but I'm sure that there'll be updates to improve those and get rid of those",,,
Game is super fun and challenging! Love that my girlfriend and I can play together on the elite mode too.,,,
"Fun little Defense game, neat powers, fun aesthetician, recommend for a fun distraction.",,,
"different armors, weapons, and characters would be awesome. great game guys!!!!!!!",,,
"overall a good time burner, would recommend good internet to play because some some of the levels are alittle taxing if playing on a phone",,,
"Plays alot like doodle magic, but way more esthetically pleasing, which makes it way more fun in my opinion.",,,
Gameplay is fun but only for the moment. Rewards are nonexistent and gems are hard to earn,,,
"Soft brick wall which prevents you from winning — you need to pay to progress past mission 10, lame. ETA after response: there's nothing your support can help with.",,,
great and entertaining time killer. I like it when I go pewpewpew and the undead are then just dead.,,,
"super fun, very rewarding, super grindy tho. the incentives to spend money are everywhere.",,,
it's a good game I just kind of wish they had a little more availability for gun upgrades as opposed to other extra stuff,,,
this game is awesome I play it for hours sometimes it gets hard but it's still fun I hope others feel the same as me,,,
I like this game but spending over 5k diamond on Tier 2 casket Event and can't get that 2nd tier main prize is kinda not fair based on in-game cost for diamonds 😕 ...Just saying,,,
